intersection_key,Latitude,Longitude,rank_SW,rank_SA,rank_delta_SA_minus_SW
LUBBOCK|LUBBOCK|33.5116|-101.8877|91ST STREET|INDIANA AVENUE,33.5116,-101.8877,4152.0,2599.0,-1553.0
LUBBOCK|LUBBOCK|33.5118|-101.8924||91ST STREET,33.5118,-101.8924,4152.0,2571.0,-1581.0
LUBBOCK|LUBBOCK|33.5118|-101.9514|89TH STREET|KEWANEE AVENUE,33.5118,-101.9514,1312.0,4803.0,3491.0
LUBBOCK|LUBBOCK|33.5120|-101.8704|91ST STREET|UNIVERSITY AVENUE,33.512,-101.8704,669.0,123.0,-546.0
LUBBOCK|LUBBOCK|33.5120|-101.8704|UNIVERSITY AVENUE|UNIVERSITY AVENUE,33.512,-101.8704,4152.0,1342.0,-2810.0
LUBBOCK|LUBBOCK|33.5121|-101.9147||VICKSBURG AVENUE,33.5121,-101.9147,4152.0,4636.0,484.0
LUBBOCK|LUBBOCK|33.5124|-101.8530||AVENUE P,33.5124,-101.853,4152.0,1359.0,-2793.0
LUBBOCK|LUBBOCK|33.5124|-101.8877||INDIANA AVENUE,33.5124,-101.8877,4152.0,4362.0,210.0
LUBBOCK|LUBBOCK|33.5125|-101.8877|90TH STREET|INDIANA AVENUE,33.5125,-101.8877,1312.0,1562.0,250.0
LUBBOCK|LUBBOCK|33.5125|-101.9643||90TH STREET,33.5125,-101.9643,4152.0,3341.0,-811.0
LUBBOCK|LUBBOCK|33.5125|-101.9744|90TH STREET|UPLAND AVENUE,33.5125,-101.9744,4152.0,1731.0,-2421.0
LUBBOCK|LUBBOCK|33.5126|-101.8704||UNIVERSITY AVENUE,33.5126,-101.8704,4152.0,5109.0,957.0
LUBBOCK|LUBBOCK|33.5132|-101.9394||88TH STREET,33.5132,-101.9394,4152.0,3370.0,-782.0
LUBBOCK|LUBBOCK|33.5133|-101.9570|89TH STREET|MILWAUKEE AVENUE,33.5133,-101.957,135.5,414.0,278.5
LUBBOCK|LUBBOCK|33.5133|-101.9593||89TH STREET,33.5133,-101.9593,4152.0,2122.0,-2030.0
LUBBOCK|LUBBOCK|33.5136|-101.9224|88TH STREET|SLIDE ROAD,33.5136,-101.9224,4152.0,4863.0,711.0
LUBBOCK|LUBBOCK|33.5137|-101.8943||86TH DRIVE,33.5137,-101.8943,4152.0,5408.0,1256.0
LUBBOCK|LUBBOCK|33.5138|-101.8877||INDIANA AVENUE,33.5138,-101.8877,4152.0,2062.0,-2090.0
LUBBOCK|LUBBOCK|33.5139|-101.8704||UNIVERSITY AVENUE,33.5139,-101.8704,1312.0,5145.0,3833.0
LUBBOCK|LUBBOCK|33.5143|-101.8617||AVENUE U,33.5143,-101.8617,4152.0,4707.0,555.0
LUBBOCK|LUBBOCK|33.5150|-101.9050||QUAKER AVENUE,33.515,-101.905,4152.0,5277.0,1125.0
LUBBOCK|LUBBOCK|33.5151|-101.9050|86TH STREET|QUAKER AVENUE,33.5151,-101.905,4152.0,1632.0,-2520.0
LUBBOCK|LUBBOCK|33.5151|-101.9865||87TH STREET,33.5151,-101.9865,4152.0,1998.0,-2154.0
LUBBOCK|LUBBOCK|33.5152|-101.8704||UNIVERSITY AVENUE,33.5152,-101.8704,390.5,1825.0,1434.5
LUBBOCK|LUBBOCK|33.5153|-101.9267||86TH STREET,33.5153,-101.9267,4152.0,4452.0,300.0
LUBBOCK|LUBBOCK|33.5154|-101.9326|86TH STREET|COLTON AVENUE,33.5154,-101.9326,4152.0,4320.0,168.0
LUBBOCK|LUBBOCK|33.5157|-101.8704|87TH STREET|UNIVERSITY AVENUE,33.5157,-101.8704,2031.5,309.0,-1722.5
LUBBOCK|LUBBOCK|33.5157|-101.8704|UNIVERSITY AVENUE|UNIVERSITY AVENUE,33.5157,-101.8704,390.5,4576.0,4185.5
LUBBOCK|LUBBOCK|33.5160|-101.9075||85TH STREET,33.516,-101.9075,4152.0,2886.0,-1266.0
LUBBOCK|LUBBOCK|33.5160|-101.9521||86TH STREET,33.516,-101.9521,4152.0,3231.0,-921.0
LUBBOCK|LUBBOCK|33.5161|-101.8877|86TH STREET|INDIANA AVENUE,33.5161,-101.8877,4152.0,5375.0,1223.0
LUBBOCK|LUBBOCK|33.5161|-101.8877||INDIANA AVENUE,33.5161,-101.8877,4152.0,1710.0,-2442.0
LUBBOCK|LUBBOCK|33.5163|-101.7718||SS0331,33.5163,-101.7718,1312.0,4070.0,2758.0
LUBBOCK|LUBBOCK|33.5163|-101.8704||UNIVERSITY AVENUE,33.5163,-101.8704,4152.0,4010.0,-142.0
LUBBOCK|LUBBOCK|33.5165|-101.9570|85TH STREET|MILWAUKEE AVENUE,33.5165,-101.957,1312.0,169.0,-1143.0
LUBBOCK|LUBBOCK|33.5166|-101.8704|86TH STREET|UNIVERSITY AVENUE,33.5166,-101.8704,4152.0,2247.0,-1905.0
LUBBOCK|LUBBOCK|33.5166|-101.8730|86TH STREET|BOSTON AVENUE,33.5166,-101.873,4152.0,2973.0,-1179.0
LUBBOCK|LUBBOCK|33.5169|-101.8704||UNIVERSITY AVENUE,33.5169,-101.8704,390.5,159.0,-231.5
LUBBOCK|LUBBOCK|33.5173|-101.7738||US0084,33.5173,-101.7738,390.5,5518.0,5127.5
LUBBOCK|LUBBOCK|33.5173|-101.8704||UNIVERSITY AVENUE,33.5173,-101.8704,4152.0,2128.0,-2024.0
LUBBOCK|LUBBOCK|33.5174|-101.8704||UNIVERSITY AVENUE,33.5174,-101.8704,669.0,327.0,-342.0
LUBBOCK|LUBBOCK|33.5175|-101.8530||AVENUE P,33.5175,-101.853,4152.0,4492.0,340.0
LUBBOCK|LUBBOCK|33.5175|-101.9224||SLIDE ROAD,33.5175,-101.9224,4152.0,4022.0,-130.0
LUBBOCK|LUBBOCK|33.5178|-101.8530|84TH STREET|AVENUE P,33.5178,-101.853,4152.0,2876.0,-1276.0
LUBBOCK|LUBBOCK|33.5178|-101.8558|84TH STREET|AVENUE Q,33.5178,-101.8558,4152.0,4840.0,688.0
LUBBOCK|LUBBOCK|33.5180|-101.9001|84TH STREET|OXFORD AVENUE,33.518,-101.9001,4152.0,2739.0,-1413.0
LUBBOCK|LUBBOCK|33.5180|-101.9080||RALEIGH AVENUE,33.518,-101.908,4152.0,5423.0,1271.0
LUBBOCK|LUBBOCK|33.5180|-101.9092||82ND PL,33.518,-101.9092,4152.0,4858.0,706.0
LUBBOCK|LUBBOCK|33.5184|-101.8704||UNIVERSITY AVENUE,33.5184,-101.8704,4152.0,2094.0,-2058.0
LUBBOCK|LUBBOCK|33.5185|-101.8816|83RD STREET|FREMONT AVENUE,33.5185,-101.8816,4152.0,1994.0,-2158.0
LUBBOCK|LUBBOCK|33.5185|-101.8877|83RD STREET|INDIANA AVENUE,33.5185,-101.8877,4152.0,4329.0,177.0
LUBBOCK|LUBBOCK|33.5185|-101.8877||INDIANA AVENUE,33.5185,-101.8877,4152.0,3954.0,-198.0
LUBBOCK|LUBBOCK|33.5186|-101.9659||QUINCY AVENUE,33.5186,-101.9659,4152.0,4289.0,137.0
LUBBOCK|LUBBOCK|33.5187|-101.7742||SS0331,33.5187,-101.7742,390.5,3207.0,2816.5
LUBBOCK|LUBBOCK|33.5190|-101.9570||MILWAUKEE AVENUE,33.519,-101.957,4152.0,4535.0,383.0
LUBBOCK|LUBBOCK|33.5191|-101.8877||INDIANA AVENUE,33.5191,-101.8877,4152.0,1997.0,-2155.0
LUBBOCK|LUBBOCK|33.5192|-101.8704||UNIVERSITY AVENUE,33.5192,-101.8704,4152.0,1390.0,-2762.0
LUBBOCK|LUBBOCK|33.5193|-101.9224||SLIDE ROAD,33.5193,-101.9224,390.5,2708.0,2317.5
LUBBOCK|LUBBOCK|33.5194|-101.9571|82ND STREET|MILWAUKEE AVENUE,33.5194,-101.9571,4152.0,1818.0,-2334.0
LUBBOCK|LUBBOCK|33.5195|-101.8877|82ND STREET|INDIANA AVENUE,33.5195,-101.8877,4152.0,4995.0,843.0
LUBBOCK|LUBBOCK|33.5196|-101.9224||SLIDE ROAD,33.5196,-101.9224,4152.0,1580.0,-2572.0
LUBBOCK|LUBBOCK|33.5196|-101.9917||ALCOVE AVENUE,33.5196,-101.9917,4152.0,2249.0,-1903.0
LUBBOCK|LUBBOCK|33.5197|-101.8704|82ND STREET|UNIVERSITY AVENUE,33.5197,-101.8704,2031.5,305.0,-1726.5
LUBBOCK|LUBBOCK|33.5197|-101.8704||UNIVERSITY AVENUE,33.5197,-101.8704,1312.0,198.0,-1114.0
LUBBOCK|LUBBOCK|33.5197|-101.8994||82ND STREET,33.5197,-101.8994,4152.0,1373.0,-2779.0
LUBBOCK|LUBBOCK|33.5197|-101.8997||82ND STREET,33.5197,-101.8997,1312.0,5388.0,4076.0
LUBBOCK|LUBBOCK|33.5197|-101.9014||82ND STREET,33.5197,-101.9014,4152.0,1458.0,-2694.0
LUBBOCK|LUBBOCK|33.5197|-101.9015||82ND STREET,33.5197,-101.9015,390.5,3043.0,2652.5
LUBBOCK|LUBBOCK|33.5197|-101.9021||82ND STREET,33.5197,-101.9021,4152.0,2951.0,-1201.0
LUBBOCK|LUBBOCK|33.5197|-101.9023||82ND STREET,33.5197,-101.9023,4152.0,4001.0,-151.0
LUBBOCK|LUBBOCK|33.5197|-101.9093||82ND STREET,33.5197,-101.9093,390.5,3002.0,2611.5
LUBBOCK|LUBBOCK|33.5197|-101.9108||82ND STREET,33.5197,-101.9108,4152.0,4396.0,244.0
LUBBOCK|LUBBOCK|33.5197|-101.9124||82ND STREET,33.5197,-101.9124,4152.0,4827.0,675.0
LUBBOCK|LUBBOCK|33.5197|-101.9137|82ND STREET|UTICA AVENUE,33.5197,-101.9137,2031.5,417.0,-1614.5
LUBBOCK|LUBBOCK|33.5197|-101.9152|82ND STREET|VICKSBURG AVENUE,33.5197,-101.9152,4152.0,1892.0,-2260.0
LUBBOCK|LUBBOCK|33.5197|-101.9189||82ND STREET,33.5197,-101.9189,4152.0,2078.0,-2074.0
LUBBOCK|LUBBOCK|33.5197|-101.9207||82ND STREET,33.5197,-101.9207,4152.0,1618.0,-2534.0
LUBBOCK|LUBBOCK|33.5197|-101.9223||82ND STREET,33.5197,-101.9223,4152.0,4690.0,538.0
LUBBOCK|LUBBOCK|33.5197|-101.9224|82ND STREET|FM 1730,33.5197,-101.9224,390.5,3305.0,2914.5
LUBBOCK|LUBBOCK|33.5197|-101.9224|82ND STREET|SLIDE ROAD,33.5197,-101.9224,19.5,11.0,-8.5
LUBBOCK|LUBBOCK|33.5197|-101.9227|82ND STREET|SLIDE ROAD,33.5197,-101.9227,4152.0,5100.0,948.0
LUBBOCK|LUBBOCK|33.5197|-101.9228||82ND STREET,33.5197,-101.9228,4152.0,3871.0,-281.0
LUBBOCK|LUBBOCK|33.5197|-101.9242||82ND STREET,33.5197,-101.9242,4152.0,3822.0,-330.0
LUBBOCK|LUBBOCK|33.5197|-101.9247||82ND STREET,33.5197,-101.9247,1312.0,2762.0,1450.0
LUBBOCK|LUBBOCK|33.5197|-101.9281||82ND STREET,33.5197,-101.9281,390.5,2364.0,1973.5
LUBBOCK|LUBBOCK|33.5197|-101.9298||82ND STREET,33.5197,-101.9298,4152.0,4374.0,222.0
LUBBOCK|LUBBOCK|33.5197|-101.9356|82ND STREET|ELKHART AVENUE,33.5197,-101.9356,4152.0,2993.0,-1159.0
LUBBOCK|LUBBOCK|33.5197|-101.9386|82ND STREET|ENGLEWOOD AVENUE,33.5197,-101.9386,4152.0,4970.0,818.0
LUBBOCK|LUBBOCK|33.5197|-101.9391||82ND STREET,33.5197,-101.9391,4152.0,2445.0,-1707.0
LUBBOCK|LUBBOCK|33.5197|-101.9396|82ND STREET|FRANKFORD AVENUE,33.5197,-101.9396,8.0,5.0,-3.0
LUBBOCK|LUBBOCK|33.5197|-101.9403||82ND STREET,33.5197,-101.9403,4152.0,3562.0,-590.0
LUBBOCK|LUBBOCK|33.5197|-101.9422||82ND STREET,33.5197,-101.9422,4152.0,5089.0,937.0
LUBBOCK|LUBBOCK|33.5197|-101.9425||82ND STREET,33.5197,-101.9425,4152.0,3144.0,-1008.0
LUBBOCK|LUBBOCK|33.5197|-101.9440||82ND STREET,33.5197,-101.944,4152.0,3452.0,-700.0
LUBBOCK|LUBBOCK|33.5197|-101.9446|82ND STREET|HOMESTEAD AVENUE,33.5197,-101.9446,2031.5,262.0,-1769.5
LUBBOCK|LUBBOCK|33.5197|-101.9448||82ND STREET,33.5197,-101.9448,4152.0,1360.0,-2792.0
LUBBOCK|LUBBOCK|33.5197|-101.9460||82ND STREET,33.5197,-101.946,4152.0,4391.0,239.0
LUBBOCK|LUBBOCK|33.5197|-101.9571|82ND STREET|MILWAUKEE AVENUE,33.5197,-101.9571,2031.5,419.0,-1612.5
LUBBOCK|LUBBOCK|33.5197|-101.9571|MILWAUKEE AVENUE|US0082,33.5197,-101.9571,4152.0,3109.0,-1043.0
LUBBOCK|LUBBOCK|33.5197|-101.9629||82ND STREET,33.5197,-101.9629,4152.0,4825.0,673.0
LUBBOCK|LUBBOCK|33.5197|-101.9649||82ND STREET,33.5197,-101.9649,4152.0,4406.0,254.0
LUBBOCK|LUBBOCK|33.5197|-101.9674|82ND STREET|PRIMROSE AVENUE,33.5197,-101.9674,1312.0,2798.0,1486.0
LUBBOCK|LUBBOCK|33.5197|-101.9692||82ND STREET,33.5197,-101.9692,4152.0,2097.0,-2055.0
LUBBOCK|LUBBOCK|33.5197|-101.9712||82ND STREET,33.5197,-101.9712,4152.0,3581.0,-571.0
LUBBOCK|LUBBOCK|33.5197|-101.9743||82ND STREET,33.5197,-101.9743,4152.0,4669.0,517.0
LUBBOCK|LUBBOCK|33.5197|-101.9744|82ND STREET|82ND STREET,33.5197,-101.9744,4152.0,3187.0,-965.0
LUBBOCK|LUBBOCK|33.5197|-101.9744|82ND STREET|UPLAND AVENUE,33.5197,-101.9744,669.0,127.0,-542.0
LUBBOCK|LUBBOCK|33.5197|-101.9744||82ND STREET,33.5197,-101.9744,4152.0,4602.0,450.0
LUBBOCK|LUBBOCK|33.5197|-101.9747|82ND STREET|UPLAND AVENUE,33.5197,-101.9747,4152.0,5337.0,1185.0
LUBBOCK|LUBBOCK|33.5197|-101.9757||82ND STREET,33.5197,-101.9757,4152.0,3456.0,-696.0
LUBBOCK|LUBBOCK|33.5197|-101.9764||82ND STREET,33.5197,-101.9764,4152.0,3342.0,-810.0
LUBBOCK|LUBBOCK|33.5197|-101.9796||82ND STREET,33.5197,-101.9796,4152.0,1290.0,-2862.0
LUBBOCK|LUBBOCK|33.5197|-101.9802||82ND STREET,33.5197,-101.9802,4152.0,3938.0,-214.0
LUBBOCK|LUBBOCK|33.5197|-101.9812||82ND STREET,33.5197,-101.9812,4152.0,4671.0,519.0
LUBBOCK|LUBBOCK|33.5197|-101.9854||82ND STREET,33.5197,-101.9854,669.0,383.0,-286.0
LUBBOCK|LUBBOCK|33.5197|-101.9858||82ND STREET,33.5197,-101.9858,4152.0,3037.0,-1115.0
LUBBOCK|LUBBOCK|33.5197|-101.9900|82ND STREET|82ND STREET,33.5197,-101.99,2031.5,257.0,-1774.5
LUBBOCK|LUBBOCK|33.5197|-101.9900||82ND STREET,33.5197,-101.99,2031.5,380.0,-1651.5
LUBBOCK|LUBBOCK|33.5197|-101.9917|82ND STREET|ALCOVE AVENUE,33.5197,-101.9917,1312.0,2891.0,1579.0
LUBBOCK|LUBBOCK|33.5198|-101.8206|E 82ND STREET|OAK AVENUE,33.5198,-101.8206,4152.0,3792.0,-360.0
LUBBOCK|LUBBOCK|33.5198|-101.8315||E 82ND STREET,33.5198,-101.8315,4152.0,1799.0,-2353.0
LUBBOCK|LUBBOCK|33.5198|-101.8355||E 82ND STREET,33.5198,-101.8355,4152.0,4461.0,309.0
LUBBOCK|LUBBOCK|33.5198|-101.8357|82ND STREET|ASH AVENUE,33.5198,-101.8357,390.5,1744.0,1353.5
LUBBOCK|LUBBOCK|33.5198|-101.8357||82ND STREET,33.5198,-101.8357,2031.5,265.0,-1766.5
LUBBOCK|LUBBOCK|33.5198|-101.8399|82ND STREET|AVENUE D,33.5198,-101.8399,4152.0,1642.0,-2510.0
LUBBOCK|LUBBOCK|33.5198|-101.8422|82ND STREET|AVENUE F,33.5198,-101.8422,4152.0,1465.0,-2687.0
LUBBOCK|LUBBOCK|33.5198|-101.8440|FM1585|US0087,33.5198,-101.844,4152.0,5798.0,1646.0
LUBBOCK|LUBBOCK|33.5198|-101.8608||82ND STREET,33.5198,-101.8608,4152.0,3451.0,-701.0
LUBBOCK|LUBBOCK|33.5198|-101.8616||82ND STREET,33.5198,-101.8616,4152.0,1760.0,-2392.0
LUBBOCK|LUBBOCK|33.5198|-101.8617|82ND STREET|82ND STREET,33.5198,-101.8617,1312.0,3866.0,2554.0
LUBBOCK|LUBBOCK|33.5198|-101.8617|82ND STREET|AVENUE U,33.5198,-101.8617,99.0,195.0,96.0
LUBBOCK|LUBBOCK|33.5198|-101.8636||82ND STREET,33.5198,-101.8636,4152.0,4412.0,260.0
LUBBOCK|LUBBOCK|33.5198|-101.8637|82ND STREET|AVENUE V,33.5198,-101.8637,2031.5,368.0,-1663.5
LUBBOCK|LUBBOCK|33.5198|-101.8647||82ND STREET,33.5198,-101.8647,1312.0,2992.0,1680.0
LUBBOCK|LUBBOCK|33.5198|-101.8665||82ND STREET,33.5198,-101.8665,4152.0,2306.0,-1846.0
LUBBOCK|LUBBOCK|33.5198|-101.8674|82ND STREET|WACO AVENUE,33.5198,-101.8674,4152.0,2020.0,-2132.0
LUBBOCK|LUBBOCK|33.5198|-101.8677||82ND STREET,33.5198,-101.8677,4152.0,3032.0,-1120.0
LUBBOCK|LUBBOCK|33.5198|-101.8703||82ND STREET,33.5198,-101.8703,4152.0,1995.0,-2157.0
LUBBOCK|LUBBOCK|33.5198|-101.8704|82ND STREET|UNIVERSITY AVENUE,33.5198,-101.8704,43.5,56.0,12.5
LUBBOCK|LUBBOCK|33.5198|-101.8704||82ND STREET,33.5198,-101.8704,390.5,4862.0,4471.5
LUBBOCK|LUBBOCK|33.5198|-101.8720||82ND STREET,33.5198,-101.872,390.5,4582.0,4191.5
LUBBOCK|LUBBOCK|33.5198|-101.8727||82ND STREET,33.5198,-101.8727,4152.0,5386.0,1234.0
LUBBOCK|LUBBOCK|33.5198|-101.8732||82ND STREET,33.5198,-101.8732,4152.0,5273.0,1121.0
LUBBOCK|LUBBOCK|33.5198|-101.8734||82ND STREET,33.5198,-101.8734,4152.0,5418.0,1266.0
LUBBOCK|LUBBOCK|33.5198|-101.8744||82ND STREET,33.5198,-101.8744,4152.0,5353.0,1201.0
LUBBOCK|LUBBOCK|33.5198|-101.8747|82ND STREET|BOSTON AVENUE,33.5198,-101.8747,669.0,122.0,-547.0
LUBBOCK|LUBBOCK|33.5198|-101.8750||82ND STREET,33.5198,-101.875,4152.0,3673.0,-479.0
LUBBOCK|LUBBOCK|33.5198|-101.8754||82ND STREET,33.5198,-101.8754,4152.0,2193.0,-1959.0
LUBBOCK|LUBBOCK|33.5198|-101.8755||82ND STREET,33.5198,-101.8755,1312.0,2324.0,1012.0
LUBBOCK|LUBBOCK|33.5198|-101.8762||82ND STREET,33.5198,-101.8762,4152.0,3343.0,-809.0
LUBBOCK|LUBBOCK|33.5198|-101.8777||82ND STREET,33.5198,-101.8777,2031.5,426.0,-1605.5
LUBBOCK|LUBBOCK|33.5198|-101.8790|82ND STREET|ELGIN AVENUE,33.5198,-101.879,669.0,395.0,-274.0
LUBBOCK|LUBBOCK|33.5198|-101.8810||82ND STREET,33.5198,-101.881,1312.0,5125.0,3813.0
LUBBOCK|LUBBOCK|33.5198|-101.8816|82ND STREET|FREMONT AVENUE,33.5198,-101.8816,2031.5,304.0,-1727.5
LUBBOCK|LUBBOCK|33.5198|-101.8872||82ND STREET,33.5198,-101.8872,4152.0,3670.0,-482.0
LUBBOCK|LUBBOCK|33.5198|-101.8877|82ND STREET|INDIANA AVENUE,33.5198,-101.8877,135.5,51.0,-84.5
LUBBOCK|LUBBOCK|33.5198|-101.8891|82ND STREET|82ND STREET,33.5198,-101.8891,4152.0,3480.0,-672.0
LUBBOCK|LUBBOCK|33.5198|-101.8891||82ND STREET,33.5198,-101.8891,4152.0,4564.0,412.0
LUBBOCK|LUBBOCK|33.5198|-101.8900||82ND STREET,33.5198,-101.89,4152.0,5235.0,1083.0
LUBBOCK|LUBBOCK|33.5198|-101.8904||82ND STREET,33.5198,-101.8904,4152.0,3652.0,-500.0
LUBBOCK|LUBBOCK|33.5198|-101.8924|82ND STREET|KNOXVILLE DRIVE,33.5198,-101.8924,4152.0,1726.0,-2426.0
LUBBOCK|LUBBOCK|33.5198|-101.8927||82ND STREET,33.5198,-101.8927,4152.0,4109.0,-43.0
LUBBOCK|LUBBOCK|33.5198|-101.8935||82ND STREET,33.5198,-101.8935,4152.0,3575.0,-577.0
LUBBOCK|LUBBOCK|33.5198|-101.8964|82ND STREET|MEMPHIS AVENUE,33.5198,-101.8964,1312.0,166.0,-1146.0
LUBBOCK|LUBBOCK|33.5198|-101.8964||82ND STREET,33.5198,-101.8964,4152.0,2719.0,-1433.0
LUBBOCK|LUBBOCK|33.5198|-101.8978||82ND STREET,33.5198,-101.8978,4152.0,5067.0,915.0
LUBBOCK|LUBBOCK|33.5198|-101.8984||82ND STREET,33.5198,-101.8984,2031.5,437.0,-1594.5
LUBBOCK|LUBBOCK|33.5198|-101.9047||82ND STREET,33.5198,-101.9047,1312.0,5346.0,4034.0
LUBBOCK|LUBBOCK|33.5198|-101.9050|82ND STREET|QUAKER AVENUE,33.5198,-101.905,1312.0,193.0,-1119.0
LUBBOCK|LUBBOCK|33.5198|-101.9050||QUAKER AVENUE,33.5198,-101.905,4152.0,4599.0,447.0
LUBBOCK|LUBBOCK|33.5198|-101.9069||82ND STREET,33.5198,-101.9069,4152.0,1557.0,-2595.0
LUBBOCK|LUBBOCK|33.5198|-101.9070||82ND STREET,33.5198,-101.907,1312.0,3115.0,1803.0
LUBBOCK|LUBBOCK|33.5198|-101.9080|82ND STREET|RALEIGH AVENUE,33.5198,-101.908,4152.0,4955.0,803.0
LUBBOCK|LUBBOCK|33.5198|-101.9478|82ND STREET|82ND STREET,33.5198,-101.9478,4152.0,3885.0,-267.0
LUBBOCK|LUBBOCK|33.5198|-101.9482|82ND STREET|IOLA AVENUE,33.5198,-101.9482,4152.0,1509.0,-2643.0
LUBBOCK|LUBBOCK|33.5198|-101.9483|82ND STREET|IOLA AVENUE,33.5198,-101.9483,43.5,44.0,0.5
LUBBOCK|LUBBOCK|33.5198|-101.9484|82ND STREET|IOLA AVENUE,33.5198,-101.9484,4152.0,3137.0,-1015.0
LUBBOCK|LUBBOCK|33.5198|-101.9485||82ND STREET,33.5198,-101.9485,4152.0,5101.0,949.0
LUBBOCK|LUBBOCK|33.5198|-101.9526||82ND STREET,33.5198,-101.9526,4152.0,3222.0,-930.0
LUBBOCK|LUBBOCK|33.5198|-101.9553||82ND STREET,33.5198,-101.9553,4152.0,1984.0,-2168.0
LUBBOCK|LUBBOCK|33.5198|-101.9554||82ND STREET,33.5198,-101.9554,1312.0,3193.0,1881.0
LUBBOCK|LUBBOCK|33.5198|-101.9561||82ND STREET,33.5198,-101.9561,4152.0,4097.0,-55.0
LUBBOCK|LUBBOCK|33.5198|-101.9564||82ND STREET,33.5198,-101.9564,4152.0,2098.0,-2054.0
LUBBOCK|LUBBOCK|33.5198|-101.9566||82ND STREET,33.5198,-101.9566,2031.5,289.0,-1742.5
LUBBOCK|LUBBOCK|33.5198|-101.9567||82ND STREET,33.5198,-101.9567,4152.0,4383.0,231.0
LUBBOCK|LUBBOCK|33.5198|-101.9569||82ND STREET,33.5198,-101.9569,4152.0,4653.0,501.0
LUBBOCK|LUBBOCK|33.5198|-101.9571|82ND STREET|MILWAUKEE AVENUE,33.5198,-101.9571,57.5,26.0,-31.5
LUBBOCK|LUBBOCK|33.5198|-101.9574||82ND STREET,33.5198,-101.9574,2031.5,456.0,-1575.5
LUBBOCK|LUBBOCK|33.5198|-101.9576||82ND STREET,33.5198,-101.9576,4152.0,1831.0,-2321.0
LUBBOCK|LUBBOCK|33.5198|-101.9579||82ND STREET,33.5198,-101.9579,4152.0,3986.0,-166.0
LUBBOCK|LUBBOCK|33.5198|-101.9587||82ND STREET,33.5198,-101.9587,4152.0,3183.0,-969.0
LUBBOCK|LUBBOCK|33.5199|-101.8437||82ND STREET,33.5199,-101.8437,4152.0,5058.0,906.0
LUBBOCK|LUBBOCK|33.5199|-101.8440|FM1585|US0087,33.5199,-101.844,2031.5,514.0,-1517.5
LUBBOCK|LUBBOCK|33.5199|-101.8444|82ND STREET|INTERSTATE 27,33.5199,-101.8444,1312.0,187.0,-1125.0
LUBBOCK|LUBBOCK|33.5199|-101.8449||82ND STREET,33.5199,-101.8449,4152.0,4419.0,267.0
LUBBOCK|LUBBOCK|33.5199|-101.8462||82ND STREET,33.5199,-101.8462,390.5,1936.0,1545.5
LUBBOCK|LUBBOCK|33.5199|-101.8464||82ND STREET,33.5199,-101.8464,4152.0,5343.0,1191.0
LUBBOCK|LUBBOCK|33.5199|-101.8466||82ND STREET,33.5199,-101.8466,4152.0,3462.0,-690.0
LUBBOCK|LUBBOCK|33.5199|-101.8487|82ND STREET|82ND STREET,33.5199,-101.8487,390.5,2418.0,2027.5
LUBBOCK|LUBBOCK|33.5199|-101.8529|82ND STREET|AVENUE P,33.5199,-101.8529,4152.0,5299.0,1147.0
LUBBOCK|LUBBOCK|33.5199|-101.8529||82ND STREET,33.5199,-101.8529,1312.0,4947.0,3635.0
LUBBOCK|LUBBOCK|33.5199|-101.8530|82ND STREET|AVENUE P,33.5199,-101.853,2031.5,444.0,-1587.5
LUBBOCK|LUBBOCK|33.5199|-101.8536||82ND STREET,33.5199,-101.8536,4152.0,1751.0,-2401.0
LUBBOCK|LUBBOCK|33.5199|-101.8704|82ND STREET|UNIVERSITY AVENUE,33.5199,-101.8704,2031.5,252.0,-1779.5
LUBBOCK|LUBBOCK|33.5199|-101.9744||UPLAND AVENUE,33.5199,-101.9744,4152.0,3688.0,-464.0
LUBBOCK|LUBBOCK|33.5200|-101.8440|FM1585|US0087,33.52,-101.844,4152.0,5805.0,1653.0
LUBBOCK|LUBBOCK|33.5200|-101.9571|82ND STREET|MILWAUKEE AVENUE,33.52,-101.9571,4152.0,3045.0,-1107.0
LUBBOCK|LUBBOCK|33.5200|-101.9744||UPLAND AVENUE,33.52,-101.9744,2031.5,477.0,-1554.5
LUBBOCK|LUBBOCK|33.5201|-101.8440||US0087,33.5201,-101.844,2031.5,513.0,-1518.5
LUBBOCK|LUBBOCK|33.5204|-101.7814||US0084,33.5204,-101.7814,1312.0,3143.0,1831.0
LUBBOCK|LUBBOCK|33.5209|-101.9397||FRANKFORD AVENUE,33.5209,-101.9397,4152.0,1452.0,-2700.0
LUBBOCK|LUBBOCK|33.5210|-101.8440||US0087,33.521,-101.844,4152.0,5718.0,1566.0
LUBBOCK|LUBBOCK|33.5210|-101.8444||INTERSTATE 27,33.521,-101.8444,4152.0,1307.0,-2845.0
LUBBOCK|LUBBOCK|33.5210|-101.9224|80TH STREET|SLIDE ROAD,33.521,-101.9224,4152.0,5159.0,1007.0
LUBBOCK|LUBBOCK|33.5211|-101.7845||US0084,33.5211,-101.7845,1312.0,5619.0,4307.0
LUBBOCK|LUBBOCK|33.5212|-101.7763||SS0331,33.5212,-101.7763,4152.0,1942.0,-2210.0
LUBBOCK|LUBBOCK|33.5215|-101.9050||QUAKER AVENUE,33.5215,-101.905,4152.0,3098.0,-1054.0
LUBBOCK|LUBBOCK|33.5215|-101.9224||SLIDE ROAD,33.5215,-101.9224,4152.0,3921.0,-231.0
